"HUC8","Site_Num","BFI","Temp_C","Precip_MM","AET_MM","Elevation_M","SOIL_A_PERCENT","SOIL_C_PERCENT","LC_OPEN_WATER_PERCENT","LC_DEVELOPED_LOW_INTENSITY_PERCENT","LC_EVERGREEN_FOREST_PERCENT","LC_HERBACEOUS_PERCENT","BFI.log","Predicted_BFI"
15020005,9392000,0.610826650323197,10.25,514.73,457.363555908203,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,0.450788330880435,0.326421995690833
15020005,9392000,0.787598625321935,11.01,461.81,451.831298828125,1999.4,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,1.31051083989636,0.368525101737721
15020005,9390500,0.23797286939287,9.86,357.25,346.140411376953,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.16382548649808,0.304787794432422
15020005,9390500,0.263077673082501,10.23,314.11,344.564758300781,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-1.03003317226053,0.375281140808204
15020005,9390500,0.274605812382727,10.81,481.68,381.823913574219,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.971378554322842,0.271315879558117
15020005,9390500,0.365136598023836,11.13,470.13,413.897766113281,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.553138336021045,0.32720456383774
15020005,9390500,0.331932023894591,11.15,371.28,349.144073486328,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.699459728348775,0.429948082361677
15020005,9390500,0.286102772666202,10.97,311.24,279.406433105469,2015.45,0.034,0.2705,0.0016,0.0095,0.3298,0.0685,-0.914387921413296,0.404399076975343
15040005,9460150,0.537440527060566,16.36,336.07,392.776245117188,1707.85,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.150042967725978,0.511607895645861
15040005,9460150,0.50220962111884,15.95,352.45,351.215850830078,1707.85,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.00883854201369027,0.600186635763465
15040005,9460150,0.58302063357072,15.78,417.08,413.425354003906,1707.85,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.335185838194125,0.456101443477153
15040005,9458200,0.329609232532576,14.93,416.76,391.663787841797,1509.58,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.709952968428003,0.422414011450392
15040005,9458200,0.467462486850633,14.83,446.6,457.913391113281,1509.58,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.130334238852703,0.441477423328314
15060102,9492400,0.615381342139176,8.98,614.37,467.710235595703,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.469989799805821,0.623692075966345
15060102,9492400,0.586423058650286,8.47,639.92,528.260986328125,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.349197901639313,0.617251726694937
15060102,9492400,0.566147908286453,8.33,589.89,401.943511962891,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.266151692614705,0.601803365850273
15060102,9492400,0.584801168747123,8.24,714.37,464.203735351562,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.342514390028995,0.600595478275707
15060102,9492400,0.598541692532001,7.79,676.14,507.114593505859,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.399392498207289,0.59836200927588
15060102,9492400,0.556838177127384,8.17,768.68,470.436462402344,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.228339679917885,0.624754632010424
15060102,9492400,0.660131349330731,8.6,746.56,555.344604492188,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.663879607949421,0.628201253866717
15060102,9492400,0.632541849207395,10.63,503.97,418.961608886719,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.543136946393335,0.633508164451074
15060102,9492400,0.551824903314451,10.89,417.46,326.905914306641,1830.43,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.208046794944167,0.579920895812966
15060101,9489500,0.422072755383697,9.41,583.26,503.615646597055,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.314270281084988,0.511790879453138
15060101,9489500,0.484472094363684,8.21,512.53,503.615646597055,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.0621316022375207,0.521231367735803
15060101,9489500,0.36280643144909,9,971.08,555.936462402344,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.563204039346031,0.419318713602803
15060101,9489500,0.480792687636024,9.04,754.32,517.472412109375,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.0768670748350327,0.491643141658045
15060101,9489500,0.531871958263965,9.94,609.94,468.486297607422,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.127660928467774,0.524021705162707
15060101,9489500,0.548192833917313,9.69,420.27,375.586700439453,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.193371646669257,0.598215797713898
15060101,9489500,0.48756374956175,9.52,680.48,517.748962402344,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.0497552636665174,0.48434249937472
15060101,9489500,0.559749208144547,10.55,432.3,435.096862792969,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.240144294794503,0.504530454396393
15060101,9489500,0.434324054231503,10.29,534.93,528.186889648438,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.264230456046932,0.488764312376415
15060101,9489500,0.465255927385151,11.21,351.23,309.574096679688,1747.19,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.139200627840406,0.517134918269132
15040005,9460200,0.00347867307809885,14.93,416.76,391.663787841797,902.67,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-5.65761961957573,0.0165642964131738
15060101,9489499,0.506830760931845,9.41,583.26,503.615646597055,1749.5,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.0273247437496966,0.513390186587472
15060101,9489499,0.618763833734195,8.5,499.49,387.492828369141,1749.5,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.484304629124336,0.558337518352057
15060101,9489499,0.546076424492869,8.6,817.25,589.557434082031,1749.5,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.18483008956456,0.523385608649254
15040005,9445000,0.787564675286693,15.34,249.73,407.887919499324,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.31030790692672,0.741893554745357
15040005,9445000,0.600273629338997,15.92,203.93,407.887919499324,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.406605360480224,0.735853920109163
15040005,9445000,0.707880114380584,15.29,194.85,407.887919499324,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.885110464186439,0.743267951551648
15040005,9445000,0.490638760976016,15.15,286.08,326.116333007812,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.0374493322246229,0.604604760292893
15040005,9445000,0.572970159474643,15.36,325.09,330.570648193359,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.293979742731797,0.562568229331517
15040005,9445000,0.605535388124386,15.44,429.27,407.947174072266,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.42858357322675,0.580227689164509
15040005,9445000,0.482031747786299,14.81,636.22,682.242797851562,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.0719039725604529,0.47546149060729
15040005,9445000,0.46528921861529,16.01,303.94,340.838134765625,1818.68,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.139066817421451,0.587009499755839
15040005,9458500,0.420142773659325,14.83,602.69,407.887919499324,878.89,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.322187320960226,0.157841852403
15040005,9458500,0.147479155784153,15.45,397.95,425.959655761719,878.89,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-1.75451081047571,0.147259257936146
14080204,9379200,0.123470056561455,10.48,217.18,200.457382202148,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-1.95997219660777,0.0729994832615083
14080204,9379200,0.186908820824945,10.99,311.33,308.205841064453,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-1.47022234599322,0.0998916873644309
14080204,9379200,0.146291573662877,10.86,280.46,251.357818603516,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-1.76398800426213,0.145005443262803
14080204,9379200,0.188794107966197,11.55,208.69,226.858123779297,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-1.45786485074755,0.109094466838727
14080204,9379200,0.044183862753193,11.4,230.41,259.311218261719,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-3.07420594316068,0.102653708868329
14080204,9379200,0.104819208434793,12.5,191.99,185.275680541992,1441.84,0.4417,0.5141,6e-04,0.0011,0.1572,0.0701,-2.14478865794054,0.0603715396932447
15020002,9388000,0.20086698704369,11.15,321.8,292.527169095553,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.38088447319883,0.149778261822878
15020002,9388000,0.279697841365188,10.66,288.7,292.527169095553,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.945960906246894,0.145863077808613
15020002,9388000,0.147812224749207,10.29,325.69,339.396759033203,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.75186417951038,0.143486402923384
15020002,9388000,0.22537073122311,10.65,409.5,311.611968994141,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.23463781146247,0.184349602361593
15020002,9388000,0.315371704960874,10.02,293.41,320.338928222656,1644.13,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.775124097100134,0.228173632810949
15020002,9386500,0.462058546499304,10.66,288.7,292.527169095553,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.15205812467338,0.181186173199685
15020002,9386500,0.319355102071529,11.55,343.58,319.508239746094,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.756737071743583,0.139316656703413
15020002,9386500,0.211774163503109,10.7,372.03,287.930480957031,1648.35,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.31426420295909,0.165038001174552
15040005,9445500,0.546369076062795,15.97,379.02,407.887919499324,1780.57,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.186010786314957,0.470194966511186
15040005,9445500,0.496908129821098,15.34,333.64,380.262542724609,1780.57,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.0123676383577923,0.499259961261631
15060102,9490800,0.630417522201076,7.79,676.14,507.114593505859,2558.24,0.0806,0.7298,0.0023,0.0023,0.7938,0.0343,0.534008403436099,0.643243987851535
15040006,9457000,0.00817239376620085,16.19,208.29,339.886327420748,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.79878744754778,0.00331928078026569
15040006,9457000,0.0130883258209612,16.08,194.98,339.886327420748,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.32285987206491,0.00286618539914242
15040006,9457000,0.0148308430992665,15.69,369.32,379.802551269531,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.19610435385965,0.00547538353477451
15040006,9457000,0.00540805875608325,14.83,310.06,333.495727539062,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-5.21444234039617,0.000633176709275281
15040006,9457000,0.00493174745753967,15.74,338.55,294.012115478516,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-5.30711795121342,0.00447187707208002
15040006,9457000,0.00174677100138397,16.13,374.7,421.208160400391,904.24,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-6.34823803909973,0.00619235041309514
15080301,9537500,0.131830240319331,15.42,406.76,388.422000356821,1194.67,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-1.88487223448995,0.0455461482495597
15080301,9537500,0.0243901557051823,15.65,414.71,419.760589599609,1194.67,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-3.68888316061018,0.0238842160025148
15060101,9489200,0.566752324020425,8.48,588.57,490.027587890625,2368.57,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,0.268612825563012,0.497258472954983
15060101,9489200,0.408850347343452,8.78,555.09,491.654205322266,2368.57,0.0305,0.5036,0.0015,4e-04,0.7036,0.0384,-0.368720014566808,0.474740838570306
15040005,9447800,0.446737719125591,14.79,480.08,517.715637207031,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.213860512083796,0.508497178095902
15040005,9447800,0.561329758176346,14.74,392.98,434.020629882812,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.246560563831502,0.631902322434104
15040005,9447800,0.818059066228238,16.06,226.01,260.978790283203,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.50325244741206,0.706839302003484
15040005,9447800,0.101373449229043,15.23,487.35,402.128234863281,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-2.18205632807005,0.463653769263234
15040005,9447800,0.830684268935957,15.95,352.45,351.215850830078,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.59048457844961,0.665881252086144
15040005,9447800,0.235891030545893,16.31,368.76,394.373260498047,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-1.17534044575318,0.597564241279899
15040005,9447800,0.408298914372486,15.75,456.68,420.318328857422,1058.55,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.371002045015686,0.534735252922582
15040005,9446000,0.413616203932996,14.83,273.97,407.887919499324,1514.24,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.349036017075405,0.561351768568977
15040005,9446000,0.40460374113934,14.81,380.17,407.887919499324,1514.24,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.386318993952589,0.451181935976446
15040005,9451000,0.343772674311318,15.12,491.36,407.887919499324,938.8,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.646526653539057,0.392207474603286
15040005,9451000,0.570926402596698,15.05,297.92,407.887919499324,938.8,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.285631849291164,0.482355457133041
15040005,9451000,0.5038020582996,15.12,266.18,407.887919499324,938.8,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.0152085263350438,0.574134798276921
15080301,9537200,0.6002914637477,15.22,329.66,328.5556640625,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,0.406679688042051,0.334191594787758
15080301,9537200,0.169986633929746,15.34,532.57,602.197204589844,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-1.58572199434351,0.397549980279403
15080301,9537200,0.313347692514508,15.6,505.43,550.390258789062,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-0.784514648748106,0.384244794121445
15080301,9537200,0.514287693041005,15.59,447.7,513.087524414062,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,0.0571663353285284,0.401379654561643
15080301,9537200,0.304511000475781,16.14,440.77,353.664031982422,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-0.825907981739932,0.298600387893732
15080301,9537200,0.150233091196564,16.65,483.21,412.968505859375,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,-1.73277405765148,0.279226593462665
15080301,9537200,0.792991019003493,16.68,401.26,509.990081787109,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,1.34304971744758,0.215932952549784
15080301,9537200,0.747933637024154,17.07,399.7,410.188903808594,1410.2,0.159,0.6464,6e-04,0.0029,0.0637,0.1622,1.08762185549821,0.154939302537917
15020002,9386300,0.00727590428467505,11.37,304.27,289.6220703125,1684.11,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-4.91588467057675,0.0440463590000558
15020002,9386300,0.272038765552775,11.08,274.48,256.273712158203,1684.11,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.984303220837665,0.0414628033429933
15020002,9386300,0.0350426324094517,12.06,286.15,291.909149169922,1684.11,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-3.31551853261353,0.0507021515809578
15040005,9448500,0.511221561255269,15.73,387.18,407.887919499324,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.0448937836064864,0.493337759650346
15040005,9448500,0.537531192937819,14.85,385.97,407.887919499324,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.150407681202494,0.477252296129062
15040005,9448500,0.471619614215282,14.83,602.69,407.887919499324,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.1136436933598,0.374726759473342
15040005,9448500,0.331438903190467,15.97,379.02,407.887919499324,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.701684297708284,0.483979960671864
15040005,9448500,0.622060596279816,15.19,478.48,454.038848876953,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.498303634515339,0.417590046945596
15040005,9448500,0.559129149390404,15.18,392.54,399.140960693359,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.237628506151185,0.530061508041796
15040005,9448500,0.6563524294742,16.88,269.29,323.173400878906,957.03,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.647081256809754,0.617552030863707
15020001,9383400,0.544638317208606,7.62,536.35,403.046569824219,2527.83,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,0.17902992579527,0.546841472817711
15020001,9383400,0.482714629051513,7.96,544.35,417.507415771484,2527.83,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.0691690480591065,0.538504766146584
15020001,9383400,0.649288732214045,7.69,389.38,339.679962158203,2527.83,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,0.61591421957458,0.592211119750868
15020001,9383400,0.540085114812507,9.56,391.2,390.409271240234,2527.83,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,0.160685306999282,0.569091142682751
15020001,9383400,0.513564013870648,10.17,254.32,238.207962036133,2527.83,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,0.0542693709135862,0.461787373783831
15040005,9447000,0.765712187636964,15.37,353.56,407.887919499324,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.18425603804851,0.676321677912405
15040005,9447000,0.76849965187635,15.12,266.18,407.887919499324,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.19985873268844,0.706406566551094
15040005,9447000,0.499607206337529,15.34,333.64,380.262542724609,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.00157117497309964,0.633096558316997
15040005,9447000,0.470850452482844,14.57,359.18,422.082977294922,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.116730557479643,0.575150961406623
15040005,9447000,0.769109900262047,14.95,294.02,295.323760986328,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.2032920339066,0.535261022117675
15040005,9447000,0.545956868932625,14.55,312.63,368.813232421875,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,0.184347782115816,0.631220484092315
15040005,9447000,0.234019448486351,15.29,589.1,533.605407714844,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-1.18575255465588,0.415699891224813
15040005,9447000,0.483458962032151,15.76,459.62,450.736389160156,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.0661883049399588,0.51582169011795
15040005,9447000,0.411970050154758,15.78,417.08,413.425354003906,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,-0.355827228804361,0.563673313283412
15040005,9447000,0.821121847227129,16.88,269.29,323.173400878906,1125.01,0.0881,0.388,0.002,0.0035,0.1895,0.0527,1.52396664834211,0.697312600126141
15020002,9386030,0.444793394169265,10.71,305.33,303.817779541016,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.221730415643998,0.246560871638342
15020002,9386030,0.313301096995293,11.19,343.57,300.449798583984,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.784731218763627,0.21537612470488
15020002,9386030,0.380829132647841,12.35,257.39,270.361511230469,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-0.486030468525766,0.121666517203251
15020002,9386030,0.237837181728265,11.08,274.48,256.273712158203,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.16457387595885,0.121146496907706
15020002,9386030,0.00686450069904012,12.32,205.44,238.931274414062,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-4.97450380402883,0.0894864557270124
15020002,9386030,0.0098224950280735,12.31,339.79,278.879608154297,1698.63,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-4.61320905873507,0.0527410410863919
15020002,9385500,0.204098789206637,10.49,292.67,267.781829833984,1849.51,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,-1.36087093365432,0.625859757925099
15020002,9385500,0.696225275138397,9.97,315.11,309.076751708984,1849.51,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,0.829386889076674,0.531007156933038
15020002,9385700,0.653066281496005,12.28,233.22,229.730392456055,1766.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,0.632544878437239,0.657700705692902
15020002,9385700,0.535701116262907,12.06,272.84,266.798248291016,1766.57,0.0796,0.3133,3e-04,0.0044,0.0758,0.1573,0.143047895792678,0.449155139743254
15020001,9384000,0.374062045741204,7.39,432.92,385.30091012808,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.514829570226576,0.366128215681058
15020001,9384000,0.254590219185291,7.78,368.37,385.30091012808,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-1.07427883953603,0.427583249899662
15020001,9384000,0.281143167342945,8.68,369.09,385.30091012808,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.938798185896217,0.418745690486041
15020001,9384000,0.325533530876434,8.25,502.17,447.522094726562,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.728456492427405,0.393527726496708
15020001,9384000,0.300810559581096,7.01,439.49,432.529144287109,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.84344102540171,0.366499682151257
15020001,9384000,0.414487369608824,7.14,361.97,332.034729003906,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.345445252058745,0.414082863233081
15020001,9384000,0.49199460111895,7.83,539.77,532.856506347656,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.0320243321439774,0.339816733867977
15020001,9384000,0.345295430290947,8.57,515.02,402.065734863281,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.63978372499187,0.334313607475263
15020001,9384000,0.397170500927318,7.99,450.92,391.16650390625,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.417268740446156,0.411598942870591
15020001,9384000,0.395629393625197,9.12,350.32,315.549987792969,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.423709698114206,0.420728756279335
15020001,9384000,0.3416948022428,8.59,453.27,396.166381835938,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.655750702628142,0.414191412978418
15020001,9384000,0.460963157917258,9.56,505.79,563.006652832031,1834.65,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.156465799178137,0.417483959134314
15040002,9442000,0.299895109965372,15.4,243.31,351.017010028546,1018.86,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,-0.847797386653273,0.52249686376738
15040002,9442000,0.498201421847705,15.54,280.07,391.02734375,1018.86,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,-0.00719434363977052,0.459936920916889
15040002,9442000,0.584985543265282,15.22,321.95,329.595123291016,1018.86,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,0.343273779430161,0.485779870021935
15040002,9442000,0.549772594471094,16.62,209.65,164.216369628906,1018.86,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,0.19975192738839,0.594305542667273
15040004,9444500,0.531472249075946,11.58,425.02,436.257230788011,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.126055650469155,0.552770059744766
15040004,9444500,0.620302350028038,12.42,441.68,436.257230788011,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.490831742458431,0.539746776950256
15040004,9444500,0.44548670259982,11.71,505.72,382.5615234375,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.218923389182279,0.428013529177829
15040004,9444500,0.306718419080647,11.56,631.03,419.54736328125,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.815506113327911,0.385906707155327
15040004,9444500,0.574109327970858,11.99,672.97,542.955932617188,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.298637170128395,0.432772277576744
15040004,9444500,0.608270223162498,11.07,531.4,483.214965820312,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.440046971939457,0.48683729515364
15040004,9444500,0.517215070070072,11.5,537.71,502.152404785156,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.0688875094350656,0.508411965031125
15040004,9444500,0.469062099171666,12.64,464.23,411.466033935547,1057.16,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.123909899513787,0.506420614686112
15040004,9444200,0.576766256855707,10.98,411.54,447.050689697266,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.30951247296933,0.497707976948993
15040004,9444200,0.315945180233889,11.4,483.7,374.322967529297,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.772469342002964,0.357319448530807
15040004,9444200,0.470476683957453,10.88,419.82,363.573760986328,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.118230796231316,0.514177214810034
15040004,9444200,0.418136437176068,11.75,529.72,441.152038574219,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.330428208117535,0.365876879830674
15040004,9444200,0.535231129384905,13.77,334.65,356.581665039062,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,0.141158441569989,0.455766683088468
15040004,9444200,0.423361347601335,12.48,523.34,412.028198242188,1272.56,2e-04,0.679,9e-04,0.0018,0.5548,0.0214,-0.308989753956937,0.267961252879444
15020001,9383550,0.290868509018749,8.72,420.2,395.747711181641,2270.37,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.891169663102351,0.347543422029684
15020001,9383500,0.411985307126163,7.69,389.38,339.679962158203,2267.17,0.0468,0.2166,0.0037,0.0052,0.3295,0.1178,-0.355764249068638,0.37762047177679
15040006,9456000,0.00760446437872788,16.17,311.45,339.886327420748,1108.86,0.2123,0.5481,1e-04,0.0013,0.0461,0.1356,-4.8713862601563,0.00369580158075907
15040002,9439000,0.570087531509409,16,405.2,363.222747802734,1111.91,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,0.282208286774104,0.373862958184037
15040002,9439000,0.448618362276599,16.3,224.49,356.287353515625,1111.91,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,-0.206254643191647,0.476390577706335
15040002,9439000,0.427426696479838,17.15,316.92,365.463653564453,1111.91,0.0219,0.7457,2e-04,0.0067,0.0215,0.0584,-0.292357964863573,0.454523304462572
15030108,9530200,0.711967681716472,23.07,74.97,74.2617263793945,38.76,0.939,0.1743,0,0.0213,0,0.0379,0.904959829431706,0.679628226831497
15030108,9530200,0.547941728742659,22.87,80.37,93.1317520141602,38.76,0.939,0.1743,0,0.0213,0,0.0379,0.192357856649045,0.772958498279036
15030108,9530200,0.635928229754047,23.42,152.62,164.586059570312,38.76,0.939,0.1743,0,0.0213,0,0.0379,0.557734691467373,0.821386144284182
15030108,9530200,0.917203421095292,24.18,14.9,44.3847770690918,38.76,0.939,0.1743,0,0.0213,0,0.0379,2.40494253794898,0.754293692597635
15030108,9530200,0.893119821907131,22.51,71.09,88.7913818359375,38.76,0.939,0.1743,0,0.0213,0,0.0379,2.12301237486761,0.5973152452536
