HUC8,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
15080103,106.76,97.41,85.73,94,328.94,185.81,157.86,166.37,169.33,94.75,163.97,149.47,147.1,217.38,195.57,169.72,176.94,218.73,217.08,141.22,188.86,142.7,203.72,67.95,129.47,233.53,164.48,55.13,101.55,135.64,227.56,202.38,102.99,92.76,179.77,120.48,121.53,128.95,192.35,200.78,292.06,101.88,140.26,165.83,121.29,211.79,99.46,97.57,142.37,58.9,190.62,149.04,70.66,104.99,157.24,41.92,141.95,174.12,176.09,118.98,127.14,111.88,150.67,117.93,201.48,140.29,206.14,119.57,146.6,129.6,118.63,150.24,110.87,119.47,90.5,180.66,141.01,238.92,166.98,119.55,116.52,182.82,274.15,270.49,141.72,116.64,128.24,124.58,80.75,156.1,128.8,254.6,225.12,164.56,83.17,53.12,138.79,161.06,111.75,106.64,118.35,36.05,138.09,174.18,147.36,93.21,103.45,164.23,45.41,138.38,125.13,154.65,185.62,153.38,167.55,114.89,100.85,187.77,184.4,106.47,163.86,125.81,112.78
15030101,149.02,129.69,103.57,164.26,376.63,262.34,214.73,262.84,275.45,191.8,195.78,163.43,112.66,204.77,242.64,237.49,156.04,269.73,305.91,262.81,263.13,232.09,189.11,92.71,195.64,207.6,259.71,80.37,113.36,180.27,340.89,183.58,130.33,152.31,211.19,201.87,192.87,196.66,290.96,270.52,362.17,89.9,199.72,181.97,167.06,192.96,89.56,112.81,169.96,63.07,228.21,214.46,81.26,158.48,139.62,30.69,202.87,196.14,187.9,135.84,102.17,100.51,144.18,75.83,299.54,116.85,154.29,93.94,160.83,124.99,119.55,141.62,152.87,145.05,95.31,218,133.02,337.65,199.2,239.77,159.5,230.84,278.36,230.9,133.75,182.88,165.48,165.92,64.17,160.63,195.03,315.96,272.85,125.87,150.51,69.94,152.82,246.26,106.11,89.76,134.28,43.2,170.03,253.41,258.79,89.65,88.88,144.73,80.11,229.38,130.73,154.38,138.68,122.04,138.81,169.84,111.7,110.15,220.24,85.72,82.94,119.75,145.24
15080200,557.26,443.06,393.72,477.86,740.25,704.37,681.48,678.09,692.71,436.55,574.35,591.54,447.22,580.11,387.19,455.57,470.96,426.81,653.76,384.42,459.09,451.32,461.42,255.67,428.55,622.84,515.45,273.61,428.71,478.18,803.75,475.4,409.8,436.76,621.8,458.7,402.59,407.55,421.42,599.84,534.18,315.61,330.5,620.02,364.27,452.82,314.89,321.22,429.57,309.03,565.11,544.55,263.08,561.8,485.96,277.61,412.72,517.61,431.16,480.08,442.36,405.01,417.59,550.19,525.68,539.51,550.32,393.29,452.71,399.23,561.95,397.26,365.81,418.84,368.6,463.96,516.02,741.69,392.79,343.7,510.28,464.91,830.28,712.52,511.55,465.56,566.85,523.77,340.43,610.47,432.36,614.95,722.5,595.79,452.05,460.44,480.89,608.33,394.43,550.77,468,312.14,495.6,439.34,359.74,368.93,479.85,470.12,314.67,550.52,358.83,390.1,358.98,505.42,528.9,467.49,373.66,488.29,534.73,265.81,471.97,464.9,318.07
15080301,340.03,229.72,254.19,270.93,679.52,380.1,469.88,356.98,347.59,273.81,469.35,368.86,402.96,562.53,349.62,396.08,300.03,276.08,560.47,282.62,359.49,295.3,413.22,211.59,337.75,517.63,399.14,351.44,362.44,464.48,554.53,406.76,322.28,337.32,350.94,279.53,348.66,353.37,387.09,450.18,458.13,311.33,339.21,382.51,281.17,334.89,242.33,285.97,400.78,263.75,332.57,356.34,216.14,336.27,356.89,187.17,377.48,436.05,420.14,308.65,373.39,309.68,351.35,379.19,414.71,399.67,452.46,332.93,315.62,274.89,422.3,396.95,275.03,361.06,302.01,329.66,460.64,481.23,299.68,255.5,355.45,376.56,532.57,505.43,484.81,481.46,429.44,485.71,273.38,416.82,462.86,447.7,440.77,408.04,308.62,318.71,382.99,298.98,315.94,483.21,312.06,274.53,229.67,356.38,293.59,322.91,367.29,317.05,256.04,387.68,280.13,265.03,359.15,465.14,401.26,383.72,288.97,399.7,458.81,211.41,372.81,460.95,217.28
15040006,305.54,205.11,216.89,267.52,609.06,333.67,370.07,334.34,280,183.11,432.6,338.64,316.68,521.79,324.99,394.62,248.03,280.03,467.38,271.35,311.45,244.22,373.02,164.02,253.8,456.94,317.21,307.18,289.12,394.92,469.94,314.4,295.85,265,286.19,278.89,332.8,267.71,295.75,370.83,460.62,272.52,302.83,343,242.53,289.97,208.29,239.18,357.86,189.04,288.79,317.71,194.98,294.47,259.88,143.15,377.13,425.83,332.76,282.81,369.32,312.46,330.28,310.06,407.44,317.43,396.64,309.65,261.52,238.42,338.55,380.6,260.78,312.68,297.96,298.09,374.7,418,307.05,253.86,341.22,398.51,518.33,405.96,453.92,442.76,405.52,431.79,225.17,411.24,468.27,451.38,387.7,363.52,277.56,333.18,401.22,297.3,268.99,391.16,265.99,248.61,162.83,350.44,296.9,298.12,348.72,311.25,244.32,389.34,253.42,216.7,294.28,376.98,376.11,358.77,251.49,359.04,373.44,179.98,340.46,419.17,208.71
15030104,88.55,80.67,61.14,77.56,302.43,162.44,117.33,156.67,179.19,103.24,120.13,134.03,115.84,164.66,156.14,141.75,129.33,163.38,153.13,157.4,179.69,123.05,145.63,42.02,127.79,203.41,153.97,37.58,66.97,107.42,210.96,146.7,79.8,83.08,154.42,111.85,110.61,121.51,217.21,148.44,270.15,60.19,125.08,128.28,121.56,116.26,50.05,78.96,108.79,40.38,181.79,137.95,35.6,80.93,121.6,13.59,113.54,137.24,136.46,80.61,72.51,75.56,118.88,61.46,186.55,108.64,139.55,63.28,117.4,103.88,87.46,106.32,93.61,80.83,62.76,186.57,111.07,222.58,151.3,155.76,81.99,153.97,200.12,168.47,120.09,131.43,94.15,133.59,48.94,93.69,105.81,239.04,175.53,115.12,93.55,62.54,139.71,148.31,73.41,45.61,103.42,29.4,107.09,185.78,181.9,74.41,65.41,139.15,57.3,152.84,118.83,103.16,140.61,127.8,124.41,117.02,98.47,85.27,138.11,93.71,91.2,85.29,94.05
15040002,290.8,228.15,258.21,260.63,623.19,363.61,355.19,320.41,247.81,180.86,389.07,332.81,322.13,480.3,348.6,397.09,210.36,318.88,450.91,313.27,293.85,199.06,359.47,152.03,300.83,402.48,304.79,285.06,278.59,333.52,440.67,321.34,292.04,259.92,322.74,297.54,321.86,265.08,274.35,396.98,486.51,266.64,294.02,319.91,224.94,268.86,184.16,231.96,312.81,177.19,268.84,283.45,189.56,274.65,243.31,129.59,374.5,457.31,304.01,256.19,355.9,310.12,308.45,272.23,383.05,280.07,353.77,321.95,279.54,242.11,282,385.86,254.63,295.36,302.32,267.6,320.88,424.93,289.45,278.73,293.76,372.53,529.9,399.29,458.52,425.14,350.85,405.2,190.85,393.87,437.09,458.38,378.43,361.06,217.82,336.86,394.11,323.08,233.76,329.03,271.83,305.02,209.33,383.56,333.42,359.84,363.99,331,221.56,405.2,224.49,197.01,282.01,350.43,406.7,339.66,245.83,316.92,326.03,173.88,315.01,399.68,209.65
15040003,292.97,220.08,231.31,289.59,595.85,305.82,331.4,310.88,270.32,168.68,396.44,346.41,287.82,520.54,309.34,387.53,238.36,287.51,463.4,282.28,297.68,233.79,367.94,154.31,255.16,450.29,307.67,302.82,290.63,383.09,447.45,304.42,288.32,244.18,291.86,265.99,325.27,251.73,274.88,347.98,472.69,272.68,301.72,351.22,225.63,290.88,209.19,238.58,360.33,177.76,272.66,299.48,181.05,278.59,228.96,124.86,372.51,440.24,292.96,262.81,355.23,304.64,316.56,299.88,386.04,299,356.67,308.95,272.8,243.35,318.43,405.36,250.05,307.85,314.42,295.3,378.47,410.79,317.65,260.3,348.76,383.43,530.77,386.94,474.72,441.93,398.86,438.34,189.23,418.21,506.48,458.97,351.3,372.71,264.32,345.86,385.85,299.96,258.49,355.71,255.41,254.1,142.58,366.93,288.05,308.76,343.19,298.24,241.3,370.59,244.22,197.51,287.31,346.13,371.72,335.83,263.32,366.66,354.61,172.73,312.49,406.41,185.49
15080302,337.1,229.85,256.38,271.99,700.63,411.72,467.86,360.77,342.02,296.8,476.5,373.81,394.89,582.41,365.23,410.97,287.36,308.36,571.66,283.04,331.11,349.75,472.24,236.72,380.52,580,433.58,345.59,363.03,507.9,533.44,372.21,338.56,335.5,310.94,272.62,367.16,311.2,350.28,409.99,523.89,336.69,366.66,384.04,301.72,311.53,277.67,311.76,433.03,267.76,351.67,357.29,206.29,297.67,361.41,168.85,376.67,447.71,416.03,370.39,400.28,313.18,385.59,398.61,420.59,395.52,454.81,323.04,331.26,261.14,448.55,441.42,274.25,354.28,325.97,329.26,516.99,494.06,297.76,263.8,416.62,421.04,599.12,538.84,506.53,532.02,455.31,529.88,277.64,461.62,515.96,476.54,457.15,423.42,316.23,360.95,417.03,330.5,332.97,521.35,330.13,283.03,226.2,366.68,293.2,316.37,388.8,304.93,284.3,398.9,288.15,262.04,365.57,469.25,415.35,375.92,308.89,421.54,488.06,211.15,396.67,467.52,225.6
15010002,249.2,253.24,240.29,256.43,442.93,458.96,463.71,387.05,463.8,293.44,370.23,304.93,280.98,354.5,341.93,417.08,252.44,368.66,342.95,346.41,389.85,322.93,334.58,265.87,333.37,303.17,438,217.55,265.46,319.48,338.04,308.69,252.73,227.76,313.29,386.31,329.29,350.31,356.54,417.75,513.19,198.01,343.92,251.43,340.39,357.23,242.99,245.39,353.38,189.37,354,366.91,233.05,289.25,270.19,148.69,429.19,363.52,263.78,270.91,292.75,251.05,269.21,235.98,450.9,294.76,370.59,250.92,417.75,301.66,304.14,315.25,297.75,259.11,285.2,283.17,253.18,538.14,327.66,453.53,399.49,449.2,450.55,360.63,305.45,336.46,390.79,315.96,188.15,346.01,328.98,440.41,441.89,284.19,376.2,250.4,339.75,456.8,257.14,297.5,275.29,168.4,288.91,433.68,407.97,269.95,257.79,301.75,187.34,434.76,254.06,280.45,320.34,238.06,397.32,387.52,275.54,273.73,394.79,130.68,270.57,266.38,342.28
15010004,317.39,294.19,286.1,291.19,597.71,526.35,622.33,467.35,484.27,316.99,467.52,345.33,328.58,404.26,426.55,486.1,331.13,427.71,497.7,408.35,475.4,386.88,434.93,320.47,423.79,380.88,548.44,273.2,313.81,410.98,442.37,358.62,347.43,290.13,407.22,454.18,423.19,400.29,438.71,528.62,589.78,253.16,387.12,324.73,367.12,436.68,288.2,280.34,438.89,219.46,398.19,454.51,259,363.93,330.25,195.11,512.82,461.29,345.08,356.78,366.35,303.31,343.92,331,599.34,358.4,404.4,315.39,473.3,384.7,365.6,422.62,347.24,323.38,336.39,340.95,319.08,606.63,377.06,513.72,469.55,541.4,563.38,391.44,440.19,454.25,487.35,396.32,257.33,514.41,438.97,554.05,513.4,366.25,420.17,290.36,431.39,511.68,387.42,348.09,324.12,233.56,348.11,479.36,445.21,308.31,326.41,379.09,241.31,460.72,315,316.89,360.71,292.38,469.83,434.9,327.62,358.81,441.43,170.88,356.07,347.96,396.1
15010007,218.31,198.63,181.11,214.22,460.44,371.78,320.83,355.56,370.89,242.06,266.69,238.64,196.52,289.29,322.82,310.92,222.02,327.37,364.62,313.07,346.14,295.98,269.18,172.54,290.57,254.19,353.85,150.6,195.71,276.27,371.87,270.71,191.14,201.82,269.4,314,258.38,272.69,356.59,404.21,449.6,162.62,262.97,228.13,228.12,267.28,139.7,197.13,284.49,144.43,332.42,317.48,180.21,237.08,253.15,93.18,321.15,315.84,261.72,225.4,205.66,210.93,230.65,198.36,428.98,225.93,306.68,194.69,332.82,244.59,245.64,295.3,256.93,204.75,190.05,288.46,208.8,482.32,283.73,319.45,284.01,340.12,393.87,290.3,251.7,305.38,316.49,288.17,141.91,381.87,320.26,381.98,395.12,250.62,214.51,137.89,238.15,337.09,205.75,204.39,222.74,114.44,236.81,356.4,340.69,196.19,187.59,214.35,146.54,332.4,210.92,221.78,226,248.56,254.11,314.87,224.52,210.1,321.83,114.02,198.6,223.05,225.38
15010009,260.47,242.82,251.13,266.83,392.37,460.71,410.23,361.65,449.83,287.8,350.16,324.21,303.11,357.77,326.13,415.69,261.77,355.03,305.95,345.98,383.51,317.64,315.9,249.64,317.72,291.75,401.57,208.47,257.77,315.69,303.11,303.49,238.5,211.86,302.87,378.86,298.82,343.26,323.93,372.67,504.25,192.72,338.86,243.11,331.91,348.47,250.07,233.6,326.35,169.3,324.67,326.28,223.76,281.76,252.64,133.72,411.51,328.49,223.77,237.58,284.78,233.97,280.77,210.21,419.45,271.85,367.23,238.88,397.68,287.11,305.36,290.87,289.86,246.04,281.47,253.75,238.02,512.1,296.93,455.33,389.05,418.71,462.12,355.32,292.24,305.9,389.55,301.89,175.93,272,276.29,439.68,421.67,277.6,407.05,292.51,342.69,497.6,231.91,300.18,269.1,154.21,298.43,449.19,443.72,278.93,239.96,260.14,175.86,485.01,250.17,288.52,301.56,249.24,374.53,408.11,282.93,306.3,447.14,144.16,303.11,271.71,395.7
15020002,285.42,248.51,243.66,239.3,585.23,385.02,427.3,383.67,330.47,248.19,424.51,285.75,291.98,402.03,433.08,406.87,245.49,329.58,455.65,342,360.84,274.73,445.43,244.93,337.53,388.15,384.93,278.8,350.03,334.7,452.29,302.11,342.5,286.4,379.85,364.14,303.52,295.06,266.68,413.8,501.85,235.82,286.85,275.32,245.84,321.8,303.79,288.7,338.46,154.07,292.07,385.8,224.34,306.73,282.94,199.47,387.62,343.58,355.92,236.71,315.55,276.18,275.54,325.69,409.5,253.91,372.03,293.41,343.74,269.04,340,347.19,292.67,304.04,315.11,281.18,324.96,447.47,305.33,337.28,308.38,416.48,396.34,453.27,386.69,404.02,340,345.09,223.72,343.57,286.15,477.31,358.81,391.15,258.74,257.39,333.35,291.07,283.71,292.38,280.73,268.97,233.22,264.5,275,272.84,332.47,304.27,170.63,373.13,274.48,205.44,297.7,255.78,406.22,286.15,222.59,325.31,345.8,195.5,339.79,374.13,245.56
15020007,228.85,200.26,188.64,198.91,445.31,313.47,361.62,328.27,272.03,207.09,388.92,202.92,252.21,343.07,346.23,330.6,174.65,279.9,366.09,272.28,290.69,196.51,362,189.14,281.84,323.08,345.16,224.24,309.17,246.23,364.55,245.58,267.72,217.27,300.15,309.97,250.69,221.99,217.28,344.58,448.74,192.99,215.56,227.27,210.47,247.1,255.03,261.43,268.3,113.61,206.82,307.88,182.4,254.78,231.16,145.01,315.54,243.05,252.91,184.72,258.53,211.56,218.94,257.93,343.33,218.66,279.48,237.73,287,219.89,264.36,256.56,234.5,237.38,251.15,192.33,270.01,355.21,247.66,284.98,260.15,399.9,305.9,361.72,352.42,326.08,273.86,254.74,179.37,262.09,260.6,391.04,328.4,303.65,225.31,196.59,299.25,281.28,207.53,214.23,181.18,230.75,157.76,206.01,223.18,201.16,252.54,185.36,114.53,300.16,209.15,124.73,201.39,204.89,297.64,236.29,171.79,247.75,243.69,162.95,260.24,309.3,208.77
15020008,239.3,226.7,213.04,219.71,603.49,395.11,394.6,407.24,345.85,248.36,415.1,289.93,286.23,378.39,392.14,388.85,285.89,309.58,424.73,328.62,341.12,306.62,449.72,228.37,333.42,343.63,422.02,246.21,307.58,323.18,424.76,286.65,304.11,250.52,343.85,336.44,298.74,281.14,261.94,418.65,482.72,239.93,268.25,286.49,249.53,311.19,278.84,250.4,348.1,165.74,334.19,387.29,218.18,302.88,285.64,180.42,385.56,322.02,334.85,249.09,291.63,257.61,283.19,288.04,432.92,265.32,367.36,254.58,324.03,264.54,308.41,365.72,288.35,268.16,285.36,283.96,315.41,455.27,284.27,362.68,339,437.57,381.9,394.83,372.63,343.34,357.45,314.68,216,291.84,332.14,478.1,389.06,302.79,285.48,255.38,344.47,357.66,293.63,279.47,272.18,194.27,246.81,335.78,298.14,234.09,316.37,297.33,177.93,395.78,282.84,222.27,334.52,272.72,437.53,305.88,232.5,262.95,333.66,154.8,293.96,326.12,248.67
15020011,226.29,207.65,195.1,203.71,423.86,322.39,346.46,312.27,295.49,215.55,377.61,201.63,263.21,317.76,317.18,317.6,177.91,253.65,336.73,253.49,285.23,206.93,361.51,198.93,277.21,309.75,354.24,226.13,298.73,245.05,357.88,236.77,253.35,208.54,300.38,308.87,260.73,227.89,215.98,370.57,469.78,217.91,218.71,242.67,225.29,259.27,269.14,265.79,271.33,122.11,205.01,306.54,179.01,254.92,213.82,150.68,328.64,241.01,241.21,194.51,261.45,214.47,222.09,266.66,365.39,225.95,266.5,237.21,289.21,222.35,266.01,269.48,235.26,239.69,245.85,196.29,254.02,360.19,250.17,266.03,262.68,372.48,303,335.59,373.64,301.24,292.32,252.27,149.44,246.59,251.92,346.87,293.7,251.19,235.32,185.7,296.73,300.6,222.63,225.62,192.65,190.58,169.06,234.94,230.72,207.79,259.56,209.9,128.26,286.18,219.96,146.24,207.45,182.22,328.55,231.39,183.31,201.36,250.21,138.95,207.89,280.82,201.21
15020016,202.2,193.14,189.78,203.64,431.01,381.27,404.03,333.57,334.23,233.06,362.48,234.05,242.55,316.04,305.14,338.15,223.1,285.59,313.17,271.49,304.99,249.11,329.06,207.83,309.94,283.9,389.22,202.56,265.64,270.89,315.15,251.14,244.84,215.07,283.61,306.47,282.12,262.88,266.74,376.26,427.57,194.28,255.15,220.62,235.01,271.39,218.71,223.52,310.1,159.55,267.98,330.1,193.05,252.51,225.4,143.51,347.53,275.2,239.91,237.94,245.41,207.33,224.73,220.45,388.98,235.51,282.01,206.88,283.42,242.46,238.24,331.36,240.79,206.59,233.1,224.15,226.91,399.15,259.79,316.55,329.16,364.55,358.21,258.39,322.43,321.39,328.83,260.1,148.14,293.63,260.03,384.99,329.59,243.06,247.34,184.19,335.68,360.48,285.09,249.37,230.18,169.91,220.77,325,278.8,247.57,221.51,250.49,159.97,306.16,241.2,229.02,332.38,206.83,425.41,317.85,249.56,252.61,317.24,125.54,298.07,298.6,301.44
15020017,168.44,165.12,160.07,170.17,365.16,324.52,304.39,281.89,291.5,212.44,328.08,196.95,225.05,292.34,269.29,286.5,168.06,226.8,254.43,221.82,249.6,199.36,304.91,174.33,262.58,257.01,339.64,185.05,259.34,205.62,285.56,212.12,211.37,185.46,245.62,256.74,238.94,204.36,214.86,328.17,397.01,192.68,198.1,195.54,179.86,220.92,222.6,212.36,235.66,125.51,203.6,281.54,179,210.5,174.78,133.24,305.39,202.98,201.68,182.79,218.7,175.57,193.91,199.33,332.67,196.96,222.58,179.15,229.82,193.7,206.38,261.06,196.92,184.97,199.98,172.44,204.4,316.89,223.49,254.17,239.22,318.03,300.09,272.49,316.76,252.71,269.82,235.58,111.48,223.66,207.92,306.48,263.38,193.39,202.09,142.17,279.48,282.74,214.56,196.35,171.97,139.45,147.34,249.38,220.7,203.67,192.48,189.92,120.79,259.58,201.65,156.05,242.76,156.74,350.06,237.12,192.42,140.84,235.17,77.16,172.83,244.44,216.41
15020018,150.63,153.56,157.61,173.69,355.21,335.16,306.95,269.55,283.49,204.37,306.53,204.92,212.73,286.28,250.79,298.69,180.04,230.17,232.44,226.5,239.73,197.91,274.61,168.43,259.99,235.93,340.74,175.65,241.65,214.68,247.85,216.24,190.56,171.77,226.78,245.08,234.33,224.13,206.83,318.76,401.58,179.25,195.44,184.88,178.76,211.54,216.1,207.99,230.48,125.74,208.2,284.44,184.65,196.22,159.97,121.58,304.31,190.71,184.33,183.13,216.13,173.22,186.78,172.36,333.01,185.65,210.54,168.74,227.23,176.74,184.73,268.57,189.62,170,189.24,172.79,165.54,319.82,231.48,265.68,253.21,298.68,308.87,238.58,279.26,238.08,272.67,227.38,112.3,235.73,189.28,302.18,282.11,193.33,203.68,136.47,275.83,266.45,190.22,192.12,168.48,132.09,136.59,264.17,243.46,216.44,184.66,194.1,123.75,261.3,188.59,167.8,255.55,130.33,329.97,234.94,197.09,169.82,214.76,79.2,185.09,221.07,240.53
15030201,252.88,227.12,210.81,234.16,636.07,416.04,367.43,418.7,393.23,271.28,361.65,302.84,254.06,350.42,396.87,405.96,296.61,379.25,508.45,376.12,420.46,342.75,343.52,230.23,340.49,345.01,470.07,195.61,227.14,353.4,490.64,316.03,255.31,266.76,341.16,353.08,332.21,318.66,394.21,460.16,533.09,192.05,302.25,309.63,281.1,324.72,195.18,229.55,311.08,173.79,410.44,411.57,222.93,319.12,323.48,119.52,386.98,387.06,342.99,283.65,252.21,258.91,308.19,273.94,539.33,258.07,372.63,246.21,384.14,321.67,290.23,372.04,294.35,272.97,227.19,361.73,252.22,573.52,332.99,411.6,339.46,418.66,497.78,359.59,351.61,384.25,385.25,347.82,210.88,418,380.87,488.2,508.05,268.85,275.18,185.41,310.44,444.38,259.34,282.83,298.01,132.78,306.26,438.75,412.84,262.87,217.6,306.13,181.23,368.41,266.75,277.66,292.28,329.88,316.28,359.59,264.51,237.44,411.99,141.44,293.19,289.89,312
15060201,308.25,267.82,272.09,294.18,705.93,479.15,448.92,455.83,431.63,293.73,447.3,329.56,306.61,394.11,424.37,468.59,348.42,392.6,556.63,406,492.21,373.83,399.25,287.75,406.28,376.15,555.81,241.28,258.65,434,520.28,346.33,342.99,290.08,379.47,440.64,377.28,372.98,431.11,520.19,570.07,228.03,350.7,331.7,320.25,373.24,251.5,273.84,407.65,214.35,432.61,464.43,271.12,375.35,372.36,183.98,477.13,464.06,379.53,329.55,326.62,298.6,344.28,341.61,631.73,323.91,434.15,299.42,462.53,412.1,375.18,440.22,333.18,316.71,298.61,377.46,312.07,620.76,362.46,453.79,415.81,493.64,587.95,400.66,443.16,481.41,484.16,390.6,267.34,549.91,467.91,532.6,517.78,350.7,363.72,266.35,380.01,484.87,369.47,358.99,338.5,218.06,344.49,479.89,474.25,306.23,299.45,386.72,229.26,467.6,321.01,331.49,363.82,331.47,396.25,421.58,333.94,351.67,460.19,186.3,385.25,356.79,350.28
15060202,394.66,367.51,318.43,321.44,1035.55,606.17,605.08,620.25,537.02,377.35,608.81,501.12,451.11,519.93,631.16,619.7,508.7,549.9,714.44,532.51,542.14,547.61,578.07,371.5,457.95,488.89,620.3,348.06,369.43,537.13,609.46,475.76,396.91,363.58,507.92,519,475.2,488.83,391.37,653.33,722.78,305.74,439.85,468.91,437.1,480.43,330.21,352.35,552.14,275.49,567.66,552.11,318.11,480.29,463.56,217.63,613.88,543.73,510.61,413.04,436.94,388.21,422.25,424.26,866.56,420.82,540.94,376.39,530.03,502.39,440.68,571.21,449.27,390.62,401.33,475.19,411.19,787.79,461.58,640.25,511.43,718,751.69,509.36,529.46,553.04,576.53,456.94,284.66,555.68,554.2,738.23,697.66,449.3,519.37,341.48,534.64,628.62,431.46,457.58,402.07,268.09,425.31,548.93,574.91,359.95,403.04,514.65,298.32,641.14,393.92,412.64,514.88,425.09,554.45,525.41,414.58,444.85,597.83,257.65,543.5,445.25,500.8
15020006,300.15,281.95,265.59,266.58,500.3,348.78,392.17,342.68,334.34,237.73,449.26,224.78,355.66,355.64,368.36,375.22,212.8,296.72,430.28,299.2,328.5,245.71,398.24,231.88,301.63,364.14,400.48,273.41,376.46,295.97,440.37,301.11,313.33,264.16,336.76,371.7,311.71,300.59,271.29,392.64,555.42,234.85,261.45,297.24,271.96,310.64,323.07,338.89,321.02,145.84,231.99,337.09,201.84,297.6,272.55,171.66,416.11,302.3,293.29,223.9,341.98,276.87,270,344.29,436.52,294.12,321.71,311.78,397.84,278.55,326.07,336.23,285.72,310.6,328.63,222.87,285.45,420.28,305.04,308.36,330.51,464.64,393.8,391.87,423.26,450.12,384.13,333.39,191.22,382.51,373.32,410.79,374.13,345.37,294.34,268.81,448.38,395.68,269.62,305.52,257.91,288.1,227.57,258.2,297.56,283.63,333.76,288.66,207.94,337.23,314.37,182.25,282.57,223.63,376.58,299.73,255.35,245.21,310.61,191.09,259.74,365.23,241.86
15040004,445.88,383.67,366.05,341.59,926.34,591.6,567.83,540.49,390.57,333.24,530.63,448.81,450.3,625.63,571.12,671.75,314.59,492.64,588.21,471.05,445.2,420.34,565.36,339.16,475.09,540.72,507.58,489.64,477.22,459.37,690.89,533.7,494.74,458.36,550.4,502.48,456.2,444.51,425.02,612.28,739.58,384.06,441.68,471.61,342.32,436.19,400.07,416.03,529.14,262.52,459.13,514.46,285.7,430.93,407.96,266.58,613.99,638.42,518.42,410.47,524.68,463.13,505.72,435.11,624.5,412.61,631.03,411.54,445.9,344.87,483.7,614.98,393.65,461.53,474.51,419.82,424.07,730.8,476.14,478.97,432.64,585.59,765.5,651.33,607.26,672.97,531.4,537.71,306.8,576.06,591.14,699.94,532.02,583.79,367.81,497.35,538.1,527.15,464.23,476.73,451.66,405.46,431.93,529.72,525.48,547.54,575.16,539.69,350.19,546.52,439.21,334.65,523.34,415.07,584.63,469.49,331.31,391.81,507,277.5,435.55,565.42,355.64
15010005,216.89,198.78,181.94,222.17,352.66,374.25,309.94,299.58,350.6,224.2,275.92,233.76,209.27,276.23,279.67,316.04,207.68,297.52,253.01,276.73,292.96,258.07,248.19,175.46,264.45,229.06,326.61,155.21,193.58,251.74,276.97,252.05,178.39,174.2,235.32,293.85,234.8,271.02,269.29,318.77,413.3,141.07,260.43,189.91,244.86,265.46,170.32,179.29,266.63,126.77,278.92,288.11,137.06,230.73,235.73,97.18,306,278.86,209.53,204.92,204.16,178.06,209.86,155.31,392.18,220.74,268.88,176.25,304.88,227.17,227.43,251.44,234.57,197.34,205.24,240.83,190.91,449.79,248.23,327.38,268.92,311.52,363.81,257.81,207.58,267.4,304.88,257.63,134.54,334.61,286.63,349.1,341.06,235.64,237.65,156.92,216.68,350.16,179.46,190.54,216.5,90.24,222.86,357.23,304.27,166.45,198.17,202.24,136.81,322.9,190.15,205.16,190.7,184.13,247.73,300.96,197.53,200.96,303.28,89.31,165.61,177.19,214.38
15010006,236.03,205.29,202.09,227.75,345.01,390.8,332.87,303.07,362.09,222.24,292.17,250.56,236.78,289.1,284.79,344.27,219.21,304.94,243.69,295.86,300.96,274.51,258.62,192.65,269.21,237.04,325.79,169.57,199.69,266.88,264.93,270.66,188.74,173.13,248.69,302.49,254.09,290.95,267.33,311.48,437.4,141.84,275.49,210.09,264.57,291.99,192.07,184.63,282.19,127.7,264.92,277.02,147.25,240.49,215.67,101.63,343.11,275.45,193.53,207.52,210.02,193.56,218.09,155.73,370.73,216.61,283.22,187.71,335.21,236.88,245.97,243.99,246.56,204.53,224.98,228.67,195.11,468.18,256.24,383.35,265.05,333.89,385.09,269.57,216.47,230.32,317.83,240.42,135.29,257.73,238.64,378.73,356.62,242.44,317.38,217.55,262.4,416.31,179.82,229.11,222.54,89.31,235.22,377.33,352.05,199.28,195.06,212.59,146.66,397.76,210.51,242.61,206.67,189.63,273.3,315.67,218.84,235.98,360.99,111.66,218.56,195.52,313.69
