Longitude,Latitude,Elev_m
-111.932082440000002,32.817145320000002,408.7903442
-111.946403140000001,32.864791750000002,399.8999939
-111.929018670000005,32.663974740000000,449.9483032
-111.232619630000002,33.201817579999997,714.9879150
-111.326291999999995,33.194442840000001,566.3460083
-110.816020879999996,33.133289900000001,777.0584106
-110.952879300000006,33.092516840000002,541.8259888
-110.771434170000006,33.046660860000003,988.9857178
-111.411909719999997,33.039766440000001,443.1047363
-110.659210889999997,33.008789280000002,741.1945801
-110.823205410000000,33.009076479999997,573.3389893
-111.198030570000000,32.779031199999999,731.1940308
-111.345861720000002,32.691183379999998,568.0203247
-110.755380290000005,32.822565609999998,774.0689087
-109.907376459999995,32.917582789999997,860.3168945
-110.242589820000006,32.904209119999997,1342.7489014
-110.489959400000004,33.017966299999998,1085.9530029
-110.460267790000003,32.891331620000003,961.1749268
-110.600700599999996,32.862924120000002,738.0245972
-110.321284469999995,32.706672140000002,1294.7725830
-110.258000319999994,32.772824640000003,1130.7418213
-110.538557920000002,32.729393539999997,950.3303223
-110.579611540000002,32.703327459999997,796.5913696
-110.604487379999995,32.667774680000001,742.6919556
-110.080842610000005,32.641934249999998,1385.1005859
-110.174716250000003,32.654042740000001,1262.5274658
-109.549782039999997,33.186121229999998,1511.3977051
-109.560981850000005,33.162276390000002,1540.0014648
-109.527599839999993,33.161488259999999,1363.3381348
-109.523787670000004,33.160896819999998,1350.7363281
-109.755912109999997,32.964099419999997,1045.3900146
-109.514211000000003,32.947463900000002,1033.3992920
-109.668317070000001,32.905517119999999,1023.9320068
-109.475193750000003,32.909893169999997,1035.9619141
-109.476893520000004,32.908584720000000,1031.0219727
-109.571247170000007,32.869641549999997,967.2408447
-109.771731990000006,32.712464619999999,1194.0394287
-109.735193080000002,32.692405309999998,1109.6008301
-109.367032379999998,32.720337720000003,1164.3947754
-109.662273310000003,32.601412770000003,1150.4927979
-109.329109790000004,32.597938100000000,1105.2718506
-109.164680550000000,33.016918599999997,1304.5882568
-109.299063320000002,32.968577480000000,1054.2089844
-109.254420429999996,32.951202729999999,1036.4992676
-109.208543610000007,32.925705440000002,1054.9066162
-109.192019029999997,32.926797749999999,1081.8643799
-109.156794410000003,32.878298209999997,1134.1286621
-109.214935470000000,32.868564169999999,1138.3195801
-109.196978520000002,32.867847580000003,1070.3963623
-109.138688470000005,32.844497560000001,1165.8703613
-109.183276919999997,32.839556219999999,1082.8966064
-109.180964230000001,32.804163180000003,1101.2906494
-109.067645479999996,32.764063999999998,1195.2856445
-109.073400169999999,32.753707640000002,1174.8078613
-109.172522580000006,32.762482630000001,1127.4782715
-109.064905339999996,32.623695020000000,1170.3365479
-109.067418459999999,32.636307100000003,1164.3205566
-109.344916209999994,33.204412599999998,1699.2359619
-109.215038919999998,33.194597209999998,1151.7659912
-109.121677109999993,33.175116709999998,1353.4730225
-109.127232309999997,33.180017880000001,1304.1994629
-109.352379470000002,33.088641060000000,1243.5915527
-109.092518209999994,33.122020229999997,1652.1434326
-109.353234430000001,32.993477140000003,1009.1541138
-113.979489839999999,33.725992220000002,404.9080811
-114.312064100000001,33.782174030000000,188.1937103
-114.300101729999994,33.766417089999997,187.4301453
-114.161647919999993,33.765045160000000,300.8870239
-114.352223870000003,33.732561699999998,204.6579285
-114.133810319999995,33.712685590000000,352.5902710
-114.224763740000000,33.736303769999999,244.5800781
-114.241697200000004,33.717944650000000,235.9468689
-114.242490630000006,33.708348860000001,242.2413788
-114.225974059999999,33.702663059999999,245.3762207
-114.157750640000003,33.668642900000002,326.2336121
-114.151328699999993,33.600419080000002,379.2747192
-114.265591209999997,33.650159019999997,299.1879883
-114.187792200000004,33.599103460000002,337.5129700
-114.228277050000003,33.644483700000002,278.4575806
-114.236880360000001,33.629284759999997,291.4790039
-114.193130190000005,33.588492520000003,346.8446045
-114.145543079999996,33.543326190000002,417.7313232
-114.252622529999996,33.529528149999997,325.0614319
-114.039155969999996,33.484295639999999,558.0403442
-114.259365419999995,33.424017980000002,367.5182495
-114.468330660000007,33.751571179999999,88.8955002
-114.497335149999998,33.624117280000000,93.7881088
-114.513483590000007,33.609060679999999,87.8976974
-114.478040550000003,33.479929069999997,194.4690857
-114.623234560000000,33.454914570000000,71.2508163
-114.476988309999996,33.443074789999997,219.4450836
-114.399196919999994,33.371784359999999,317.4571838
-114.355235500000006,33.338826490000002,374.2607422
-114.317698239999999,33.330261649999997,404.2210083
-114.327559050000005,33.301336339999999,444.9393921
-113.463862509999998,33.666641849999998,469.6950073
-113.296193549999998,33.652510700000001,477.1719971
-113.224492549999994,33.649212939999998,513.4490967
-113.246105520000000,33.628405219999998,470.5876160
-113.227838460000001,33.424714010000002,367.9111633
-113.789596700000004,33.703524659999999,358.6917725
-113.702735799999999,33.680434910000002,414.7056885
-113.790361110000006,33.572152090000003,411.6623230
-113.820923120000003,33.516793810000003,493.0451050
-113.814888289999999,33.515702990000001,487.3900757
-113.921058110000004,33.502010249999998,567.6848145
-113.734663710000007,33.413999720000000,517.0980225
-113.889876060000006,33.351364330000003,721.3119507
-113.783548109999998,33.308645509999998,556.3675537
-113.648258080000005,33.295633199999997,419.1416931
-112.897953900000005,33.689726810000003,527.1720581
-112.833254019999998,33.627417690000001,448.4705811
-112.917095300000000,33.450067150000002,314.6156311
-112.899685109999993,33.435622350000003,305.3979187
-112.898402349999998,33.364885110000003,279.4159851
-112.794172180000004,33.318464509999998,245.7190704
-112.889473600000002,33.308217139999996,261.0116577
-113.073942320000000,33.313123730000001,313.1342773
-112.832892580000006,33.293536000000003,244.4270020
-112.878958190000006,33.294311059999998,262.0892639
-112.469920230000000,33.818404070000000,567.0353394
-112.472650849999994,33.740418390000002,462.7200317
-112.330422780000006,33.701523360000003,392.3966370
-112.315750739999999,33.661909760000000,360.6711121
-112.826892939999993,33.716724659999997,493.9464417
-113.065345730000004,33.771510900000003,679.7766113
-112.690173939999994,33.768353089999998,493.6040649
-112.678730250000001,33.761306449999999,484.2432251
-112.687749580000002,33.740772090000000,471.2910767
-112.722680650000001,33.645692940000004,409.5987244
-112.830097480000006,33.622659030000001,445.1654053
-112.738631420000004,33.586121310000003,377.2922058
-112.766545890000003,33.550318730000001,375.4297485
-112.643597790000001,33.477631539999997,379.9697571
-112.799786350000005,33.388763070000003,285.7590027
-112.720488380000006,33.323060640000001,245.1347198
-112.200305000000000,33.779206760000001,462.1717224
-112.280482770000006,33.806638220000004,415.5723267
-112.109781209999994,33.741264680000000,462.0415344
-112.273943200000005,33.712967530000000,401.2723694
-112.045915359999995,33.706870539999997,471.1862793
-112.110804669999993,33.602110160000002,390.1894836
-111.540729029999994,33.362887489999999,481.8965454
-111.877297760000005,33.646475180000003,490.9855957
-111.916589990000006,33.562022499999998,401.9071655
-111.784073860000007,33.562756059999998,460.8223877
-111.527266269999998,33.555503309999999,467.8813782
-111.714443500000002,33.542176939999997,459.6692810
-111.831102150000007,33.509667250000000,391.5234680
-111.620550170000001,33.513956640000004,585.1593018
-111.518798120000000,33.509533730000001,657.7188110
-111.723499849999996,33.502251540000003,395.6654663
-111.503021439999998,33.794680569999997,740.1023560
-111.669807399999996,33.791755250000001,499.7091370
-111.607079999999996,33.717714729999997,607.5970459
-111.715808080000002,33.724077090000002,582.2716064
-111.674449490000001,33.699728690000001,465.0092468
-111.658118770000002,33.581870430000002,427.2781677
-110.635041430000001,33.394677489999999,996.6432495
-110.643972840000004,33.311450340000000,1079.3853760
-110.682370849999998,33.293708049999999,1039.1099854
-110.962414710000004,33.676039350000003,742.8526611
-110.787976400000005,33.632970229999998,788.6931763
-110.766023219999994,33.632763789999998,915.3988647
-110.776187510000000,33.620838640000002,907.4877930
